iter	RMSE
488	33.05550455
489	33.0297939
490	33.01518473
491	32.99973949
492	32.98979588
493	32.96014856
494	32.958822
495	32.92479771
496	32.89673147
497	32.87862958
498	32.86973316
499	32.859634
500	32.84177465
501	32.8362378
502	32.82427206
503	32.82221208
504	32.81751423
505	32.81540861
506	32.80344055
507	32.79017873
508	32.77177659
509	32.75058457
510	32.74561404
511	32.71533654
512	32.70568763
513	32.6860852
514	32.65910977
515	32.63926375
516	32.62779639
517	32.61698173
518	32.60046808
519	32.5914447
520	32.58223547
521	32.57067988
522	32.55324475
523	32.5470285
524	32.53415749
525	32.52045461
526	32.50548929
527	32.49617878
528	32.47650393
529	32.46234043
530	32.42531421
531	32.40289254
532	32.3672798
533	32.36381695
534	32.3419614
535	32.33045788
536	32.33023056
537	32.33001615
538	32.32982597
539	32.3296455
540	32.30990519
541	32.30302182
542	32.29154838
543	32.27574546
544	32.27555809
545	32.27538067
546	32.27521254
547	32.27505309
548	32.27490178
549	32.26634691
550	32.26619732
551	32.25844108
552	32.251989
553	32.23625472
554	32.23612121
555	32.22110902
556	32.21331504
557	32.21318585
558	32.19679599
559	32.16742619
560	32.15301293
561	32.13825599
562	32.12162779
563	32.10325647
564	32.09157833
565	32.06936948
566	32.04761772
567	32.03095559
568	32.01677866
569	32.00316103
570	31.98183463
571	31.96942832
572	31.9598314
573	31.94945842
574	31.93793532
575	31.91503243
576	31.8822831
577	31.87829414
578	31.86741782
579	31.85206481
580	31.84006804
581	31.82465825
582	31.81579184
583	31.79415499
584	31.77866457
585	31.77852719
586	31.76345156
587	31.75448332
588	31.73681173
589	31.72160014
590	31.71495155
591	31.68806175
592	31.68383091
593	31.67373762
594	31.66537239
595	31.64651626
596	31.62681555
597	31.61801691
598	31.616996
599	31.61604197
600	31.60571357
601	31.59919492
602	31.58683026
603	31.58148062
604	31.58100015
605	31.57754007
606	31.56759645
607	31.55655451
608	31.55605999
609	31.55583051
610	31.55519827
611	31.55460378
612	31.55405726
613	31.55353823
614	31.55318179
615	31.55284265
616	31.55251978
617	31.52572389
618	31.51347209
619	31.51302342
620	31.51259769
621	31.51232842
622	31.51207178
623	31.49135412
624	31.48011953
625	31.4657705
626	31.46539008
627	31.46258479
628	31.46222391
629	31.46187832
630	31.46166309
631	31.46145768
632	31.44791993
633	31.44007301
634	31.42639736
635	31.41149626
636	31.40335971
637	31.39049036
638	31.37491887
639	31.36205517
640	31.35137142
641	31.33464238
642	31.32096084
643	31.31689902
644	31.29874259
645	31.28802107
646	31.2747967
647	31.26585738
648	31.26050232
649	31.24658814
650	31.23658698
651	31.22955691
652	31.22394407
653	31.20576406
654	31.19376503
655	31.19367666
656	31.19359233
657	31.19350741
658	31.19212724
659	31.17074135
660	31.16242956
661	31.14393837
662	31.143238
663	31.12927874
664	31.12186906
665	31.11420722
666	31.11117573
667	31.10427835
668	31.0991957
669	31.09456806
670	31.08952163
671	31.07440245
672	31.05297087
673	31.04515273
674	31.03757608
675	31.02757104
676	31.00356195
677	31.00116228
678	30.98250714
679	30.9795335
680	30.96987663
681	30.95998385
682	30.94666435
683	30.9460421
684	30.92176427
685	30.92157231
686	30.91544249
687	30.89893685
688	30.8719874
689	30.85809395
690	30.84476919
691	30.82858769
692	30.7980951
693	30.78661771
694	30.77334
695	30.75548405
696	30.75267679
697	30.74170906
698	30.72516629
699	30.70691671
700	30.69757906
701	30.69420698
702	30.69400904
703	30.68327303
704	30.67278886
705	30.66701166
706	30.66625694
707	30.65480446
708	30.65411448
709	30.6483168
710	30.64246643
711	30.63754637
712	30.61537311
713	30.59499244
714	30.58803678
715	30.58791961
716	30.57634206
717	30.56542494
718	30.54308857
719	30.51938214
720	30.5143143
721	30.49915926
722	30.48956188
723	30.48386314
724	30.47722083
725	30.46776867
726	30.45535024
727	30.43968477
728	30.43778204
729	30.43610125
730	30.40873852
731	30.39376944
732	30.38396277
733	30.37625463
734	30.37381411
735	30.36355665
736	30.3583819
737	30.34112104
738	30.33114563
739	30.31954418
740	30.31149644
741	30.30410088
742	30.29480991
743	30.28179621
744	30.27202855
745	30.25309606
746	30.23430296
747	30.2323187
748	30.22758154
749	30.21897891
750	30.21724468
751	30.19218367
752	30.17864172
753	30.14881488
754	30.13736546
755	30.12940651
756	30.12302678
757	30.11178826
758	30.10405733
759	30.09802829
760	30.08787617
761	30.08707558
762	30.08685103
763	30.06132777
764	30.04925194
765	30.04674225
766	30.03968287
767	30.03217627
768	30.01762541
769	30.01604122
770	30.00663872
771	29.99963387
772	29.99794103
773	29.9964469
774	29.99497196
775	29.99358942
776	29.99228993
777	29.9910656
778	29.98991064
779	29.98881715
780	29.98519801
781	29.9841664
782	29.98318833
783	29.96964288
784	29.96532363
785	29.9633835
786	29.94765601
787	29.93647158
788	29.92347732
789	29.91445109
790	29.9095929
791	29.90869257
792	29.90783979
793	29.90705142
794	29.90630171
795	29.90558815
796	29.89633208
797	29.88469125
798	29.87584371
799	29.86051554
800	29.83941253
801	29.83363083
802	29.82446522
803	29.82434078
804	29.81453037
805	29.80238523
806	29.79164732
807	29.78507513
808	29.75611539
809	29.74005671
810	29.7323005
811	29.72072773
812	29.71150747
813	29.703505
814	29.6923079
815	29.67741689
816	29.6580901
817	29.64386316
818	29.63522645
819	29.63513898
820	29.62683249
821	29.62675873
822	29.6266884
823	29.62625911
824	29.62619191
825	29.62542489
826	29.61361853
827	29.6006397
828	29.59004414
829	29.57589013
830	29.57052535
831	29.56421527
832	29.54631884
833	29.53283257
834	29.52078838
835	29.51276689
836	29.51003871
837	29.49904363
838	29.49280579
839	29.49109124
840	29.48600373
841	29.47855879
842	29.46857375
843	29.45741263
844	29.44903233
845	29.4369246
846	29.43672793
847	29.42596325
848	29.41263652
849	29.39334267
850	29.38417905
851	29.36871298
852	29.36239023
853	29.35222401
854	29.34067106
855	29.33682091
856	29.3262602
857	29.30830856
858	29.29566207
859	29.28001646
860	29.26882474
861	29.24973925
862	29.23576353
863	29.23144464
864	29.22073776
865	29.2144473
866	29.20377333
867	29.19696509
868	29.19644151
869	29.17791606
870	29.16521248
871	29.15731367
872	29.15714504
873	29.14723902
874	29.14708419
875	29.1398727
876	29.13973274
877	29.12934622
878	29.11640759
879	29.09955408
880	29.09056476
881	29.08274247
882	29.07808648
883	29.06521586
884	29.05171288
885	29.04745746
886	29.04383991
887	29.03514513
888	29.02717283
889	29.02610343
890	29.01756488
891	29.00841555
892	29.0036287
893	29.00256995
894	28.99857617
895	28.99771293
896	28.98715616
897	28.98453812
898	28.97341591
899	28.97279471
900	28.9639317
901	28.95363403
902	28.9514417
903	28.9370799
904	28.93489391
905	28.93364886
906	28.93198981
907	28.92160125
908	28.91590153
909	28.91370495
910	28.90313392
911	28.90140506
912	28.89271152
913	28.87991556
914	28.87046241
915	28.85975561
916	28.85186034
917	28.84380506
918	28.83254419
919	28.81773583
920	28.80547611
921	28.80183646
922	28.79340262
923	28.78293573
924	28.78139671
925	28.77085196
926	28.76235113
927	28.74866734
928	28.74099882
929	28.72822806
930	28.71872977
931	28.70985024
932	28.69603137
933	28.68203045
934	28.6720822
935	28.66055093
936	28.65104506
937	28.62354169
938	28.60937162
939	28.6035577
940	28.58653452
941	28.57923819
942	28.56777713
943	28.55997886
944	28.54931453
945	28.54789585
946	28.54538509
947	28.53927811
948	28.53174432
949	28.52363536
950	28.51774839
951	28.50722342
952	28.50321343
953	28.50320781
954	28.50320199
955	28.50319644
956	28.50319114
957	28.50299083
958	28.50298618
959	28.50298171
960	28.50297749
961	28.4969356
962	28.49201769
963	28.48245171
964	28.47667079
965	28.46415016
966	28.44860414
967	28.4424053
968	28.43719018
969	28.42806302
970	28.41741341
971	28.41407749
972	28.39471156
973	28.38594335
974	28.37417197
975	28.37123622
976	28.36029213
977	28.34614409
978	28.33941607
979	28.33902542
980	28.33865683
981	28.33824994
982	28.33319705
983	28.33163872
984	28.32353153
985	28.31584031
986	28.31550698
987	28.31509498
988	28.30835515
989	28.29869509
990	28.29714841
991	28.28779778
992	28.28017447
993	28.27572353
994	28.26046368
995	28.25090041
996	28.25066799
997	28.25045212
998	28.25044861
999	28.24000986
1000	28.2395684
1001	28.23362101
1002	28.22427696
1003	28.21691243
1004	28.20259531
1005	28.18430236
1006	28.17532917
1007	28.16557657
1008	28.16193333
1009	28.15724203
1010	28.1523183
1011	28.13096182
1012	28.11858928
1013	28.11215355
1014	28.1117796
1015	28.1114342
1016	28.10455251
1017	28.103675
1018	28.09752693
1019	28.09522041
1020	28.08358124
1021	28.06684641
1022	28.05232325
1023	28.04454078
1024	28.0268473
1025	28.02055784
1026	28.0187625
1027	28.01738623
1028	28.01710355
1029	28.01683586
1030	28.01658294
1031	28.01543639
1032	28.01518612
1033	28.00620271
1034	28.00581931
1035	28.0041209
1036	28.00402813
1037	27.99492863
1038	27.98950552
1039	27.98776871
1040	27.97884284
1041	27.96929745
1042	27.96783855
1043	27.96363039
1044	27.95998261
1045	27.9517129
1046	27.94827359
1047	27.93645607
1048	27.92970582
1049	27.923505
1050	27.92247674
1051	27.91436359
1052	27.90029851
1053	27.88882967
1054	27.88428516
1055	27.87412053
1056	27.86566148
1057	27.84875017
1058	27.83585642
1059	27.82762814
1060	27.81730923
1061	27.81100436
1062	27.80483527
1063	27.79663198
1064	27.7887799
1065	27.77845341
1066	27.77136494
1067	27.76570226
1068	27.76501505
1069	27.76438292
1070	27.76380046
1071	27.75813692
1072	27.74628917
1073	27.73841476
1074	27.72863648
1075	27.71993351
1076	27.71038652
1077	27.70158438
1078	27.68330634
1079	27.66954855
1080	27.65516368
1081	27.64709866
1082	27.64556334
1083	27.64504519
1084	27.64036067
1085	27.63116162
1086	27.62907768
1087	27.62415388
1088	27.61458177
1089	27.60573138
1090	27.59817311
1091	27.58551735
1092	27.57970047
1093	27.57741261
1094	27.57710089
1095	27.57290335
1096	27.56294146
1097	27.55254115
1098	27.53907441
1099	27.52736062
1100	27.51362012
1101	27.5042035
1102	27.4946832
1103	27.49293629
1104	27.48918435
1105	27.47957797
1106	27.47368235
1107	27.46275865
1108	27.45759706
1109	27.4455698
1110	27.4352838
1111	27.42436001
1112	27.41521908
1113	27.41419763
1114	27.40820768
1115	27.39376297
1116	27.38438999
1117	27.3832574
1118	27.35873042
1119	27.34930424
1120	27.33785719
1121	27.3313732
1122	27.32640901
1123	27.31271592
1124	27.30247465
1125	27.28305302
1126	27.26663765
1127	27.25750736
1128	27.24787888
1129	27.24220403
1130	27.23315332
1131	27.22691457
1132	27.21982641
1133	27.21936851
1134	27.21381864
1135	27.21115739
1136	27.20243086
1137	27.19675576
1138	27.18863718
1139	27.18825886
1140	27.17540073
1141	27.17091044
1142	27.16111449
1143	27.15200395
1144	27.14000587
1145	27.13252441
1146	27.12163248
1147	27.11118964
1148	27.10636657
1149	27.09876218
1150	27.0894516
1151	27.08516083
1152	27.07845891
1153	27.07174633
1154	27.07070057
1155	27.05937498
1156	27.04765828
1157	27.04446843
1158	27.04427987
1159	27.03308051
1160	27.0249113
1161	27.01712673
1162	27.01108219
1163	27.00501852
1164	27.00429315
1165	26.99951585
1166	26.99229706
1167	26.98612298
1168	26.98215779
1169	26.97453726
1170	26.96441509
1171	26.95745852
1172	26.9486155
1173	26.94751366
1174	26.94244507
1175	26.93669028
1176	26.93026817
1177	26.91622471
1178	26.90992194
1179	26.89766872
1180	26.88742489
1181	26.8829752
1182	26.87326365
1183	26.86657031
1184	26.86603635
1185	26.86497993
1186	26.8511455
1187	26.84450436
1188	26.83970575
1189	26.83369364
1190	26.82930256
1191	26.80638574
1192	26.80345589
1193	26.79817646
1194	26.79049136
1195	26.77562514
1196	26.76804844
1197	26.75888237
1198	26.75266541
1199	26.74970522
1200	26.73831197
1201	26.73769116
1202	26.72493514
1203	26.71399135
1204	26.70603869
1205	26.69689051
1206	26.69454812
1207	26.68516829
1208	26.67996079
1209	26.67452479
1210	26.67260487
1211	26.66507535
1212	26.6570728
1213	26.65580934
1214	26.64752297
1215	26.64050316
1216	26.63395772
1217	26.62815943
1218	26.62164023
1219	26.61296957
1220	26.61287227
1221	26.61275743
1222	26.61266444
1223	26.61257139
1224	26.61248823
1225	26.61248068
1226	26.61247346
1227	26.61246656
1228	26.61245994
1229	26.5996269
1230	26.59201949
1231	26.59102144
1232	26.58994197
1233	26.58948996
1234	26.56763734
1235	26.55209197
1236	26.54480858
1237	26.53647578
1238	26.5266953
1239	26.52574573
1240	26.52011175
1241	26.51381217
1242	26.50657255
1243	26.4942909
1244	26.49249252
1245	26.4787871
1246	26.47395927
1247	26.4696423
1248	26.45813711
1249	26.44775446
1250	26.44078265
1251	26.43457285
1252	26.42802534
1253	26.41918322
1254	26.41711822
1255	26.41418694
1256	26.40983957
1257	26.40450061
1258	26.40081094
1259	26.39783376
1260	26.38871877
1261	26.38427069
1262	26.38387443
1263	26.38380598
1264	26.38374165
1265	26.38368183
1266	26.38362519
1267	26.38357152
1268	26.38352063
1269	26.38095545
1270	26.38090661
1271	26.3808602
1272	26.38081607
1273	26.38077392
1274	26.37670655
1275	26.36911938
1276	26.3618986
1277	26.35672511
1278	26.35346478
1279	26.3381092
1280	26.33306088
1281	26.3179334
1282	26.31051923
1283	26.30042364
1284	26.2980082
1285	26.28917501
1286	26.28716522
1287	26.28534657
1288	26.2836941
1289	26.27815281
1290	26.2779488
1291	26.27641171
1292	26.27423335
1293	26.273088
1294	26.2661837
1295	26.25341753
1296	26.24235449
1297	26.23506665
1298	26.22910818
1299	26.22022079
1300	26.21226404
1301	26.20555077
1302	26.19719723
1303	26.19254282
1304	26.19227877
1305	26.1834199
1306	26.1832373
1307	26.17881764
1308	26.1705059
1309	26.16418819
1310	26.15850777
1311	26.15291077
1312	26.15186798
1313	26.15093477
1314	26.13445567
1315	26.12996221
1316	26.12693599
1317	26.12097588
1318	26.11825961
1319	26.11524557
1320	26.11367578
1321	26.10689685
1322	26.1038061
1323	26.09958507
1324	26.08820486
1325	26.07529198
1326	26.06442164
1327	26.0585458
1328	26.05483546
1329	26.04819611
1330	26.04444757
1331	26.03854048
1332	26.01654418
1333	26.00499948
1334	25.9995937
1335	25.99523609
1336	25.99016676
1337	25.98330906
1338	25.9786093
1339	25.97037711
1340	25.96031531
1341	25.95445975
1342	25.95192035
1343	25.93858258
1344	25.92923495
1345	25.92367144
1346	25.92038148
1347	25.91584514
1348	25.90915897
1349	25.9049501
1350	25.90445963
1351	25.88770932
1352	25.8813782
1353	25.86561558
1354	25.85986411
1355	25.84971861
1356	25.84028585
1357	25.83997539
1358	25.83759743
1359	25.83173858
1360	25.82835222
1361	25.82272507
1362	25.81394214
1363	25.80553024
1364	25.79848826
1365	25.79187629
1366	25.78703087
1367	25.7807415
1368	25.77944045
1369	25.77534451
1370	25.76947997
1371	25.76052219
1372	25.75575808
1373	25.75346669
1374	25.74522093
1375	25.73689545
1376	25.73637408
1377	25.73580108
1378	25.7233413
1379	25.71381697
1380	25.70416763
1381	25.69893047
1382	25.68795371
1383	25.6840425
1384	25.67866703
1385	25.67273568
1386	25.6610315
1387	25.65082054
1388	25.64160664
1389	25.632759
1390	25.62782699
1391	25.62353646
1392	25.61985745
1393	25.60251584
1394	25.59795003
1395	25.59009106
1396	25.57789075
1397	25.57508999
1398	25.56885037
1399	25.56105659
1400	25.55489555
1401	25.54378321
1402	25.53841598
1403	25.53306318
1404	25.5203612
1405	25.51519894
1406	25.50754504
1407	25.49975546
1408	25.49790503
1409	25.49772873
1410	25.49178171
1411	25.48840762
1412	25.47724117
1413	25.47256025
1414	25.46632389
1415	25.45937965
1416	25.45489023
1417	25.44919734
1418	25.43835681
1419	25.43313271
1420	25.42891139
1421	25.4244993
1422	25.41708736
1423	25.4126879
1424	25.40329014
1425	25.39911227
1426	25.39465331
1427	25.39305124
1428	25.39207575
1429	25.3904422
1430	25.38428735
1431	25.3841611
1432	25.37761056
1433	25.37756557
1434	25.36709792
1435	25.36023173
1436	25.35440042
1437	25.35437428
1438	25.35371105
1439	25.35354172
1440	25.34929181
1441	25.34664782
1442	25.339309
1443	25.32581987
1444	25.32579951
1445	25.32574485
1446	25.32040416
1447	25.31635392
1448	25.31016036
1449	25.30169865
1450	25.29426378
1451	25.2942438
1452	25.28905547
1453	25.27268015
1454	25.26508102
1455	25.25871024
1456	25.25199606
1457	25.24921868
1458	25.24257492
1459	25.2335294
1460	25.22534248
1461	25.21645815
1462	25.21113375
1463	25.20763919
1464	25.19915108
1465	25.1903111
1466	25.187059
1467	25.17988377
1468	25.17368419
1469	25.16893827
1470	25.16561908
1471	25.16024417
1472	25.16014534
1473	25.16005296
1474	25.15996653
1475	25.15686724
1476	25.14889291
1477	25.14199676
1478	25.13788797
1479	25.13501752
1480	25.12701261
1481	25.12331109
1482	25.11352475
1483	25.11228226
1484	25.10540197
1485	25.09889174
1486	25.09387532
1487	25.08671427
1488	25.07879297
1489	25.0759675
1490	25.0738163
1491	25.06736245
1492	25.06006413
1493	25.05632688
1494	25.05112855
1495	25.04562606
1496	25.04227745
1497	25.04227486
1498	25.04227239
1499	25.04227003
1500	25.03366793
1501	25.02814927
1502	25.01818981
1503	25.01818734
1504	25.01818498
1505	25.01818272
1506	25.01814065
1507	25.01809614
1508	25.01277471
1509	25.01273378
1510	25.00781292
1511	25.00370726
1512	24.9929942
1513	24.98704961
1514	24.97711421
1515	24.9769791
1516	24.97163878
1517	24.96305007
1518	24.9630176
1519	24.95682416
1520	24.94676766
1521	24.94014201
1522	24.93569099
1523	24.93396376
1524	24.93025608
1525	24.92065914
1526	24.91328852
1527	24.90879272
1528	24.9034195
1529	24.89709437
1530	24.8868992
1531	24.87696316
1532	24.86845132
1533	24.85780791
1534	24.85319736
1535	24.85094439
1536	24.84581285
1537	24.83905913
1538	24.83508444
1539	24.82800404
1540	24.82371503
1541	24.82323843
1542	24.81937395
1543	24.81805515
1544	24.81418821
1545	24.80404601
1546	24.79685299
1547	24.79091935
1548	24.78894847
1549	24.78619195
1550	24.77210867
1551	24.77046015
1552	24.76403532
1553	24.75976531
1554	24.75758853
1555	24.7561653
1556	24.74713552
1557	24.74285974
1558	24.74201661
1559	24.74091147
1560	24.73805167
1561	24.73142153
1562	24.73018377
1563	24.72429966
1564	24.71858967
1565	24.71221849
1566	24.70712916
1567	24.6989337
1568	24.68389561
1569	24.68386605
1570	24.67621047
1571	24.67488284
1572	24.67486612
1573	24.66970368
1574	24.66765842
1575	24.66712995
1576	24.66704916
1577	24.66611509
1578	24.65811274
1579	24.65763958
1580	24.6574828
1581	24.65729916
1582	24.65727459
1583	24.65550857
1584	24.65436706
1585	24.65261469
1586	24.65098601
1587	24.6484485
1588	24.64573361
1589	24.6389397
1590	24.6354522
1591	24.63142029
1592	24.62650068
1593	24.62177216
1594	24.61849187
1595	24.60663429
1596	24.59950396
1597	24.59427185
1598	24.58898986
1599	24.58637348
1600	24.57824702
1601	24.57573321
1602	24.57233222
1603	24.56911376
1604	24.56493218
1605	24.56393866
1606	24.55918061
1607	24.55906395
1608	24.55850464
1609	24.55811917
1610	24.55463553
1611	24.55067749
1612	24.5427048
1613	24.53795583
1614	24.53447707
1615	24.52876353
1616	24.52552429
1617	24.51673667
1618	24.50984979
1619	24.50778186
1620	24.50755916
1621	24.50168713
1622	24.49929082
1623	24.49441141
1624	24.49193505
1625	24.49145323
1626	24.48478827
1627	24.48088603
1628	24.47510358
1629	24.47095204
1630	24.4680914
1631	24.4617547
1632	24.45792355
1633	24.45422251
1634	24.44871996
1635	24.44339634
1636	24.44331004
1637	24.44323179
1638	24.44233759
1639	24.43855797
1640	24.43451019
1641	24.43225921
1642	24.42606289
1643	24.4181823
1644	24.40961469
1645	24.40389471
1646	24.3983197
1647	24.39535736
1648	24.39367688
1649	24.3892018
1650	24.38848527
1651	24.38109654
1652	24.37576716
1653	24.37020391
1654	24.36566046
1655	24.36276687
1656	24.36251823
1657	24.35770388
1658	24.35294477
1659	24.35289826
1660	24.34801209
1661	24.34293877
1662	24.33811778
1663	24.33806103
1664	24.33015276
1665	24.33004384
