iter	Passed	Remaining
1668	44391	103491
1669	44420	103469
1670	44449	103448
1671	44475	103420
1672	44496	103381
1673	44517	103343
1674	44543	103313
1675	44569	103287
1676	44602	103273
1677	44635	103263
1678	44661	103235
1679	44691	103215
1680	44720	103195
1681	44749	103174
1682	44778	103152
1683	44808	103133
1684	44833	103104
1685	44862	103083
1686	44889	103057
1687	44917	103032
1688	44939	102995
1689	44961	102959
1690	44989	102935
1691	45014	102905
1692	45044	102885
1693	45070	102859
1694	45100	102839
1695	45131	102822
1696	45158	102796
1697	45181	102762
1698	45208	102736
1699	45236	102714
1700	45263	102688
1701	45284	102647
1702	45310	102620
1703	45337	102595
1704	45366	102573
1705	45388	102535
1706	45411	102501
1707	45433	102464
1708	45455	102427
1709	45476	102388
1710	45497	102350
1711	45525	102326
1712	45547	102289
1713	45576	102267
1714	45603	102242
1715	45629	102213
1716	45658	102193
1717	45684	102165
1718	45709	102134
1719	45736	102108
1720	45761	102080
1721	45788	102053
1722	45814	102025
1723	45839	101996
1724	45868	101973
1725	45898	101954
1726	45925	101930
1727	45955	101909
1728	45984	101888
1729	46016	101874
1730	46044	101850
1731	46069	101820
1732	46095	101793
1733	46127	101778
1734	46156	101758
1735	46187	101739
1736	46212	101711
1737	46238	101681
1738	46264	101654
1739	46288	101622
1740	46315	101596
1741	46343	101573
1742	46370	101547
1743	46393	101513
1744	46418	101483
1745	46444	101454
1746	46470	101425
1747	46500	101406
1748	46527	101380
1749	46554	101356
1750	46580	101327
1751	46604	101296
1752	46629	101266
1753	46662	101252
1754	46690	101230
1755	46720	101210
1756	46750	101191
1757	46778	101167
1758	46810	101152
1759	46836	101125
1760	46866	101104
1761	46896	101086
1762	46927	101068
1763	46950	101035
1764	46978	101010
1765	47005	100985
1766	47028	100950
1767	47057	100929
1768	47090	100915
1769	47115	100886
1770	47140	100856
1771	47169	100833
1772	47194	100803
1773	47224	100784
1774	47248	100753
1775	47276	100729
1776	47309	100714
1777	47339	100696
1778	47365	100668
1779	47387	100632
1780	47410	100597
1781	47436	100570
1782	47464	100544
1783	47494	100526
1784	47525	100508
1785	47553	100485
1786	47580	100460
1787	47600	100419
1788	47621	100379
1789	47641	100340
1790	47662	100301
1791	47682	100261
1792	47702	100220
1793	47722	100180
1794	47743	100140
1795	47763	100101
1796	47792	100079
1797	47821	100058
1798	47852	100040
1799	47881	100018
1800	47904	99985
1801	47928	99953
1802	47953	99924
1803	47979	99895
1804	48006	99868
1805	48032	99842
1806	48057	99812
1807	48086	99789
1808	48114	99767
1809	48141	99740
1810	48173	99724
1811	48195	99688
1812	48216	99651
1813	48239	99616
1814	48264	99587
1815	48290	99558
1816	48319	99536
1817	48342	99503
1818	48368	99476
1819	48391	99441
1820	48421	99421
1821	48446	99392
1822	48474	99367
1823	48502	99345
1824	48532	99324
1825	48561	99304
1826	48587	99276
1827	48627	99275
1828	48655	99253
1829	48685	99232
1830	48709	99202
1831	48740	99183
1832	48770	99164
1833	48803	99149
1834	48834	99133
1835	48861	99107
1836	48888	99080
1837	48913	99051
1838	48941	99027
1839	48972	99008
1840	49000	98986
1841	49030	98965
1842	49058	98942
1843	49088	98923
1844	49117	98900
1845	49143	98873
1846	49169	98845
1847	49196	98818
1848	49222	98791
1849	49249	98766
1850	49277	98740
1851	49305	98717
1852	49333	98693
1853	49364	98675
1854	49394	98655
1855	49422	98632
1856	49452	98611
1857	49479	98585
1858	49503	98555
1859	49535	98537
1860	49565	98518
1861	49589	98486
1862	49609	98447
1863	49629	98407
1864	49650	98369
1865	49672	98333
1866	49693	98295
1867	49713	98256
1868	49734	98217
1869	49759	98189
1870	49783	98157
1871	49803	98117
1872	49823	98078
1873	49844	98040
1874	49871	98014
1875	49901	97994
1876	49928	97968
1877	49958	97948
1878	49985	97922
1879	50018	97907
1880	50044	97880
1881	50065	97843
1882	50097	97826
1883	50120	97792
1884	50144	97762
1885	50174	97742
1886	50202	97718
1887	50227	97688
1888	50253	97659
1889	50283	97639
1890	50309	97611
1891	50337	97589
1892	50364	97563
1893	50392	97539
1894	50419	97513
1895	50445	97485
1896	50471	97458
1897	50497	97430
1898	50524	97404
1899	50551	97377
1900	50580	97355
1901	50606	97328
1902	50638	97311
1903	50666	97287
1904	50692	97261
1905	50717	97231
1906	50743	97202
1907	50770	97177
1908	50801	97158
1909	50828	97133
1910	50856	97108
1911	50885	97086
1912	50905	97048
1913	50935	97027
1914	50965	97008
1915	50991	96978
1916	51017	96952
1917	51048	96932
1918	51073	96903
1919	51099	96876
1920	51130	96857
1921	51159	96836
1922	51189	96815
1923	51218	96793
1924	51243	96764
1925	51268	96734
1926	51292	96702
1927	51320	96678
1928	51349	96657
1929	51377	96631
1930	51402	96601
1931	51429	96576
1932	51458	96554
1933	51487	96533
1934	51519	96515
1935	51546	96489
1936	51575	96467
1937	51604	96444
1938	51637	96430
1939	51662	96400
1940	51689	96374
1941	51718	96353
1942	51742	96321
1943	51769	96295
1944	51799	96274
1945	51828	96252
1946	51851	96219
1947	51873	96184
1948	51901	96160
1949	51926	96130
1950	51949	96097
1951	51979	96076
1952	52004	96047
1953	52034	96025
1954	52056	95991
1955	52081	95962
1956	52104	95928
1957	52126	95893
1958	52154	95869
1959	52182	95844
1960	52206	95813
1961	52228	95779
1962	52256	95754
1963	52285	95732
1964	52312	95706
1965	52338	95678
1966	52366	95654
1967	52390	95623
1968	52417	95597
1969	52445	95572
1970	52468	95539
1971	52493	95509
1972	52521	95485
1973	52549	95462
1974	52575	95433
1975	52621	95442
1976	52659	95437
1977	52704	95443
1978	52745	95442
1979	52773	95419
1980	52803	95398
1981	52833	95377
1982	52860	95351
1983	52887	95324
1984	52917	95304
1985	52940	95270
1986	52962	95236
1987	52984	95202
1988	53014	95180
1989	53043	95158
1990	53071	95134
1991	53102	95115
1992	53128	95086
1993	53154	95060
1994	53181	95033
1995	53210	95011
1996	53235	94982
1997	53264	94959
1998	53294	94937
1999	53322	94913
2000	53347	94883
2001	53379	94867
2002	53402	94833
2003	53431	94811
2004	53458	94784
2005	53481	94751
2006	53509	94727
2007	53539	94706
2008	53575	94696
2009	53606	94677
2010	53629	94645
2011	53659	94624
2012	53687	94599
2013	53716	94577
2014	53741	94546
2015	53772	94528
2016	53800	94505
2017	53828	94479
2018	53853	94450
2019	53879	94422
2020	53907	94398
2021	53933	94370
2022	53962	94347
2023	53989	94321
2024	54018	94299
2025	54044	94271
2026	54072	94247
2027	54100	94222
2028	54127	94196
2029	54152	94167
2030	54180	94142
2031	54208	94118
2032	54233	94088
2033	54260	94062
2034	54282	94028
2035	54308	94000
2036	54338	93978
2037	54362	93948
2038	54386	93915
2039	54415	93893
2040	54442	93866
2041	54471	93844
2042	54500	93821
2043	54528	93797
2044	54556	93773
2045	54586	93752
2046	54614	93728
2047	54642	93703
2048	54670	93678
2049	54698	93655
2050	54726	93630
2051	54752	93601
2052	54777	93572
2053	54805	93547
2054	54833	93524
2055	54860	93497
2056	54885	93467
2057	54912	93442
2058	54936	93410
2059	54963	93385
2060	54988	93355
2061	55018	93334
2062	55045	93308
2063	55073	93283
2064	55101	93258
2065	55128	93233
2066	55160	93215
2067	55189	93192
2068	55213	93160
2069	55243	93139
2070	55270	93113
2071	55298	93089
2072	55322	93058
2073	55351	93034
2074	55377	93007
2075	55404	92981
2076	55434	92960
2077	55464	92938
2078	55492	92914
2079	55521	92891
2080	55548	92866
2081	55582	92850
2082	55612	92829
2083	55637	92800
2084	55669	92781
2085	55693	92751
2086	55719	92723
2087	55742	92690
2088	55771	92668
2089	55801	92646
2090	55829	92622
2091	55860	92602
2092	55889	92579
2093	55919	92557
2094	55946	92532
2095	55969	92499
2096	55996	92472
2097	56027	92453
2098	56055	92428
2099	56082	92402
2100	56109	92376
2101	56135	92349
2102	56160	92319
2103	56190	92298
2104	56216	92269
2105	56239	92237
2106	56262	92203
2107	56284	92169
2108	56311	92144
2109	56334	92111
2110	56360	92083
2111	56382	92048
2112	56408	92021
2113	56438	92000
2114	56460	91964
2115	56486	91938
2116	56515	91914
2117	56542	91888
2118	56571	91865
2119	56598	91839
2120	56624	91810
2121	56652	91786
2122	56682	91765
2123	56711	91742
2124	56740	91720
2125	56768	91695
2126	56791	91662
2127	56821	91640
2128	56846	91611
2129	56878	91592
2130	56902	91561
2131	56930	91537
2132	56958	91512
2133	56988	91491
2134	57015	91464
2135	57046	91445
2136	57072	91418
2137	57100	91392
2138	57133	91376
2139	57164	91355
2140	57194	91334
2141	57223	91312
2142	57251	91287
2143	57278	91260
2144	57304	91233
2145	57331	91206
2146	57357	91179
2147	57381	91147
2148	57406	91119
2149	57434	91093
2150	57460	91066
2151	57489	91042
2152	57516	91016
2153	57542	90988
2154	57566	90957
2155	57595	90935
2156	57628	90917
2157	57661	90901
2158	57690	90878
2159	57719	90854
2160	57746	90828
2161	57777	90808
2162	57805	90784
2163	57835	90761
2164	57864	90739
2165	57893	90715
2166	57920	90689
2167	57947	90662
2168	57976	90640
2169	58005	90616
2170	58028	90584
2171	58057	90561
2172	58086	90537
2173	58116	90515
2174	58143	90489
2175	58172	90467
2176	58195	90433
2177	58221	90406
2178	58249	90382
2179	58277	90356
2180	58303	90328
2181	58329	90301
2182	58358	90277
2183	58388	90255
2184	58416	90230
2185	58443	90204
2186	58466	90173
2187	58498	90154
2188	58524	90126
2189	58562	90116
2190	58590	90092
2191	58614	90061
2192	58642	90036
2193	58668	90008
2194	58696	89983
2195	58725	89960
2196	58755	89938
2197	58788	89921
2198	58831	89919
2199	58871	89912
2200	58902	89891
2201	58936	89877
2202	58971	89863
2203	59003	89844
2204	59039	89831
2205	59082	89829
2206	59118	89816
2207	59151	89799
2208	59189	89788
2209	59231	89785
2210	59268	89773
2211	59314	89776
2212	59347	89759
2213	59382	89744
2214	59420	89734
2215	59460	89727
2216	59502	89722
2217	59545	89720
2218	59588	89718
2219	59625	89707
2220	59667	89703
2221	59704	89691
2222	59746	89686
2223	59786	89679
2224	59826	89672
2225	59861	89657
2226	59895	89641
2227	59931	89627
2228	59956	89598
2229	59985	89574
2230	60014	89551
2231	60041	89524
2232	60071	89501
2233	60101	89480
2234	60127	89451
2235	60159	89431
2236	60188	89407
2237	60219	89387
2238	60250	89366
2239	60280	89344
2240	60311	89322
2241	60338	89296
2242	60367	89272
2243	60397	89250
2244	60426	89226
2245	60454	89201
2246	60479	89172
2247	60509	89149
2248	60536	89122
2249	60565	89098
2250	60592	89071
2251	60617	89041
2252	60641	89010
2253	60666	88981
2254	60694	88955
2255	60723	88932
2256	60751	88907
2257	60783	88886
2258	60811	88861
2259	60841	88839
2260	60869	88813
2261	60900	88792
2262	60929	88768
2263	60959	88746
2264	60987	88721
2265	61017	88699
2266	61043	88670
2267	61072	88647
2268	61097	88617
2269	61120	88585
2270	61150	88562
2271	61173	88528
2272	61202	88505
2273	61233	88484
2274	61264	88462
2275	61292	88438
2276	61317	88408
2277	61346	88384
2278	61366	88347
2279	61386	88310
2280	61406	88273
2281	61426	88236
2282	61446	88199
2283	61466	88162
2284	61492	88134
2285	61519	88108
2286	61546	88081
2287	61576	88058
2288	61601	88029
2289	61633	88009
2290	61655	87975
2291	61678	87943
2292	61700	87909
2293	61731	87887
2294	61758	87861
2295	61782	87830
2296	61812	87807
2297	61844	87787
2298	61874	87765
2299	61897	87732
2300	61919	87698
2301	61951	87679
2302	61977	87651
2303	62004	87624
2304	62033	87600
2305	62062	87576
2306	62094	87556
2307	62125	87535
2308	62155	87512
2309	62182	87486
2310	62211	87461
2311	62242	87441
2312	62266	87409
2313	62296	87387
2314	62327	87366
2315	62353	87337
2316	62380	87311
2317	62407	87284
2318	62434	87257
2319	62463	87232
2320	62491	87208
2321	62522	87187
2322	62552	87164
2323	62580	87138
2324	62607	87112
2325	62635	87086
2326	62661	87057
2327	62689	87033
2328	62716	87005
2329	62742	86978
2330	62769	86951
2331	62796	86923
2332	62825	86900
2333	62855	86877
2334	62882	86850
2335	62912	86827
2336	62938	86800
2337	62962	86768
2338	62988	86740
2339	63022	86723
2340	63053	86701
2341	63079	86673
2342	63110	86652
2343	63135	86622
2344	63160	86593
2345	63188	86567
2346	63222	86550
2347	63255	86531
2348	63287	86511
2349	63317	86488
2350	63343	86460
2351	63371	86435
2352	63402	86413
2353	63426	86382
2354	63454	86357
2355	63479	86327
2356	63504	86297
2357	63540	86283
2358	63578	86271
2359	63621	86265
2360	63662	86258
2361	63694	86238
2362	63719	86208
2363	63741	86175
2364	63772	86153
2365	63800	86127
2366	63825	86098
2367	63851	86070
2368	63877	86041
2369	63907	86018
2370	63929	85985
2371	63950	85950
2372	63976	85922
2373	64002	85893
2374	64032	85871
2375	64061	85847
2376	64090	85823
2377	64115	85793
2378	64139	85761
2379	64170	85741
2380	64192	85706
2381	64214	85672
2382	64241	85646
2383	64269	85620
2384	64298	85595
2385	64325	85569
2386	64356	85548
2387	64389	85528
2388	64419	85506
2389	64449	85482
2390	64475	85454
2391	64507	85434
2392	64535	85409
2393	64562	85381
2394	64588	85354
2395	64614	85326
2396	64642	85300
2397	64669	85272
2398	64699	85249
2399	64725	85221
2400	64750	85192
2401	64778	85167
2402	64804	85138
2403	64832	85112
2404	64859	85085
2405	64885	85057
2406	64913	85031
2407	64939	85003
2408	64966	84976
2409	64992	84948
2410	65017	84919
2411	65039	84885
2412	65062	84854
2413	65085	84821
2414	65106	84786
2415	65135	84762
2416	65161	84734
2417	65182	84700
2418	65204	84666
2419	65234	84643
2420	65262	84617
2421	65291	84593
2422	65313	84559
2423	65335	84526
2424	65356	84491
2425	65377	84457
2426	65405	84431
2427	65433	84406
2428	65460	84379
2429	65484	84348
2430	65505	84314
2431	65527	84279
2432	65547	84244
2433	65569	84210
2434	65594	84182
2435	65623	84157
2436	65649	84129
2437	65678	84104
2438	65704	84077
2439	65733	84053
2440	65759	84024
2441	65784	83995
2442	65815	83973
2443	65842	83946
2444	65869	83919
2445	65901	83898
2446	65928	83872
2447	65951	83839
2448	65979	83814
2449	66007	83789
2450	66036	83765
2451	66068	83744
2452	66095	83717
2453	66123	83691
2454	66151	83665
2455	66182	83644
2456	66211	83619
2457	66239	83593
2458	66268	83569
2459	66295	83543
2460	66325	83519
2461	66355	83497
2462	66377	83463
2463	66406	83439
2464	66432	83411
2465	66458	83383
2466	66488	83359
2467	66515	83332
2468	66545	83309
2469	66574	83285
2470	66603	83260
2471	66632	83236
2472	66657	83207
2473	66680	83174
2474	66701	83141
2475	66724	83109
2476	66751	83082
2477	66777	83054
2478	66804	83027
2479	66827	82995
2480	66856	82971
2481	66885	82946
2482	66916	82924
2483	66944	82898
2484	66972	82873
2485	67000	82848
2486	67031	82825
2487	67061	82802
2488	67089	82776
2489	67115	82749
2490	67147	82728
2491	67174	82700
2492	67201	82674
2493	67227	82645
2494	67255	82620
2495	67277	82587
2496	67309	82566
2497	67340	82544
2498	67374	82526
2499	67400	82497
2500	67431	82476
2501	67456	82446
2502	67486	82423
2503	67510	82392
2504	67542	82372
2505	67574	82351
2506	67605	82328
2507	67633	82303
2508	67664	82281
2509	67693	82256
2510	67720	82229
2511	67746	82202
2512	67772	82173
2513	67798	82146
2514	67825	82118
2515	67849	82087
2516	67875	82059
2517	67904	82035
2518	67932	82010
2519	67955	81977
2520	67983	81952
2521	68012	81928
2522	68042	81904
2523	68073	81882
2524	68103	81859
2525	68132	81834
2526	68161	81809
2527	68189	81784
2528	68217	81758
2529	68246	81734
2530	68276	81710
2531	68306	81687
2532	68332	81659
2533	68361	81634
2534	68393	81613
2535	68420	81586
2536	68449	81561
2537	68475	81534
2538	68511	81517
2539	68540	81493
2540	68569	81468
2541	68598	81443
2542	68625	81416
2543	68651	81388
2544	68677	81360
2545	68704	81334
2546	68733	81309
2547	68759	81281
2548	68788	81256
2549	68818	81233
2550	68843	81203
2551	68874	81180
2552	68899	81151
2553	68927	81126
2554	68955	81100
2555	68985	81076
2556	69012	81049
2557	69038	81021
2558	69066	80995
2559	69088	80962
2560	69119	80940
2561	69141	80907
2562	69169	80882
2563	69201	80860
2564	69231	80837
2565	69262	80815
2566	69288	80787
2567	69315	80759
2568	69338	80728
2569	69366	80702
2570	69397	80680
2571	69426	80655
2572	69453	80629
2573	69487	80609
2574	69514	80582
2575	69541	80556
2576	69570	80531
2577	69599	80506
2578	69630	80483
2579	69659	80459
2580	69684	80430
2581	69708	80399
2582	69732	80368
2583	69765	80348
2584	69794	80324
2585	69822	80298
2586	69847	80269
2587	69878	80246
2588	69905	80219
2589	69935	80196
2590	69961	80168
2591	69988	80141
2592	70018	80117
2593	70043	80088
2594	70072	80063
2595	70100	80037
2596	70123	80006
2597	70145	79973
2598	70172	79946
2599	70200	79920
2600	70229	79895
2601	70257	79870
2602	70281	79840
2603	70311	79816
2604	70337	79787
2605	70363	79759
2606	70390	79732
2607	70417	79705
2608	70449	79684
2609	70475	79656
2610	70500	79627
2611	70526	79598
2612	70552	79570
2613	70582	79546
2614	70608	79519
2615	70636	79493
2616	70664	79466
2617	70693	79442
2618	70717	79411
2619	70745	79386
2620	70773	79360
2621	70806	79339
2622	70833	79312
2623	70864	79290
2624	70889	79261
2625	70918	79236
2626	70942	79205
2627	70966	79175
2628	70992	79147
2629	71021	79122
2630	71051	79099
2631	71080	79074
2632	71106	79046
2633	71131	79017
2634	71155	78986
2635	71182	78960
2636	71204	78926
2637	71224	78892
2638	71240	78852
2639	71264	78822
2640	71292	78797
2641	71324	78775
2642	71352	78749
2643	71381	78724
2644	71413	78703
2645	71442	78678
2646	71470	78652
2647	71501	78629
2648	71533	78607
2649	71564	78585
2650	71585	78552
2651	71605	78517
2652	71626	78484
2653	71646	78449
2654	71673	78422
2655	71704	78400
2656	71732	78373
2657	71758	78346
2658	71782	78315
2659	71811	78291
2660	71845	78271
2661	71871	78243
2662	71898	78216
2663	71924	78188
2664	71951	78161
2665	71977	78132
2666	72000	78102
2667	72026	78073
2668	72058	78051
2669	72084	78023
2670	72107	77992
2671	72137	77969
2672	72164	77941
2673	72192	77915
2674	72219	77888
2675	72244	77859
2676	72269	77831
2677	72304	77811
2678	72327	77780
2679	72356	77755
2680	72385	77731
2681	72409	77701
2682	72435	77673
2683	72465	77649
2684	72496	77627
2685	72527	77603
2686	72551	77574
2687	72580	77549
2688	72611	77526
2689	72641	77502
2690	72671	77478
2691	72697	77449
2692	72729	77429
2693	72760	77405
2694	72789	77381
2695	72817	77355
2696	72848	77332
2697	72878	77308
2698	72908	77284
2699	72936	77258
2700	72960	77228
2701	72987	77201
2702	73017	77177
2703	73050	77156
2704	73077	77130
2705	73105	77104
2706	73134	77079
2707	73163	77053
2708	73193	77030
2709	73229	77012
2710	73258	76987
2711	73289	76964
2712	73320	76942
2713	73352	76919
2714	73382	76895
2715	73414	76873
2716	73441	76847
2717	73469	76821
2718	73501	76799
2719	73531	76775
2720	73560	76750
2721	73588	76725
2722	73618	76700
2723	73646	76674
2724	73674	76648
2725	73700	76620
2726	73728	76593
2727	73754	76566
2728	73784	76541
2729	73810	76514
2730	73838	76487
2731	73867	76462
2732	73895	76437
2733	73925	76412
2734	73954	76388
2735	73978	76358
2736	74004	76329
2737	74029	76300
2738	74056	76273
2739	74084	76247
2740	74113	76222
2741	74141	76196
2742	74170	76171
2743	74197	76144
2744	74226	76119
2745	74255	76094
2746	74279	76064
2747	74310	76040
2748	74342	76018
2749	74369	75991
2750	74397	75965
2751	74426	75940
2752	74460	75921
2753	74511	75918
2754	74557	75910
2755	74590	75890
2756	74629	75874
2757	74658	75849
2758	74688	75825
2759	74723	75806
2760	74756	75785
2761	74791	75766
2762	74826	75747
2763	74858	75725
2764	74885	75698
2765	74923	75681
2766	74949	75654
2767	74983	75633
2768	75014	75610
2769	75047	75589
2770	75080	75568
2771	75115	75548
2772	75145	75524
2773	75171	75496
2774	75201	75472
2775	75230	75447
2776	75261	75424
2777	75292	75400
2778	75326	75381
2779	75361	75361
2780	75396	75342
2781	75427	75318
2782	75459	75296
2783	75491	75274
2784	75521	75250
2785	75554	75228
2786	75584	75204
2787	75620	75186
2788	75648	75159
2789	75679	75137
2790	75709	75112
2791	75744	75093
2792	75778	75073
2793	75811	75051
2794	75840	75026
2795	75873	75005
2796	75902	74979
2797	75935	74958
2798	75969	74937
2799	75999	74914
2800	76027	74887
2801	76055	74860
2802	76087	74838
2803	76115	74812
2804	76152	74795
2805	76187	74775
2806	76222	74755
2807	76253	74732
2808	76277	74702
2809	76305	74676
2810	76335	74651
2811	76366	74628
2812	76401	74609
2813	76431	74584
2814	76469	74567
2815	76508	74552
2816	76538	74528
2817	76569	74504
2818	76597	74478
2819	76629	74455
2820	76658	74429
2821	76682	74400
2822	76710	74373
2823	76743	74352
2824	76774	74328
2825	76806	74305
2826	76841	74286
2827	76873	74263
2828	76898	74235
2829	76932	74214
2830	76965	74192
2831	76991	74163
2832	77021	74139
2833	77048	74112
2834	77078	74087
2835	77108	74062
2836	77133	74034
2837	77164	74010
2838	77195	73986
2839	77230	73967
2840	77260	73943
2841	77289	73916
2842	77321	73894
2843	77353	73871
2844	77384	73848
2845	77421	73830
2846	77455	73809
2847	77483	73783
2848	77509	73755
2849	77531	73723
2850	77555	73692
2851	77583	73666
2852	77617	73645
2853	77648	73621
2854	77681	73600
2855	77715	73579
2856	77742	73552
2857	77772	73527
2858	77800	73501
2859	77833	73479
2860	77862	73453
2861	77898	73434
2862	77928	73410
2863	77960	73387
2864	77988	73360
2865	78013	73331
2866	78039	73303
2867	78068	73277
2868	78097	73252
2869	78125	73225
2870	78155	73201
2871	78190	73181
2872	78216	73152
2873	78242	73124
2874	78273	73100
2875	78303	73075
2876	78330	73048
2877	78354	73018
2878	78377	72987
2879	78406	72961
2880	78433	72934
2881	78473	72918
2882	78502	72893
2883	78535	72871
2884	78560	72841
2885	78590	72817
2886	78617	72790
2887	78644	72762
2888	78670	72734
2889	78703	72711
2890	78733	72687
2891	78761	72661
2892	78789	72634
2893	78818	72608
2894	78844	72580
2895	78873	72554
2896	78899	72526
2897	78923	72495
2898	78949	72467
2899	78978	72441
2900	79006	72415
2901	79037	72392
2902	79069	72369
2903	79097	72342
2904	79128	72318
2905	79155	72291
2906	79187	72268
2907	79209	72236
2908	79233	72206
2909	79261	72180
2910	79292	72156
2911	79321	72130
2912	79347	72101
2913	79371	72071
2914	79396	72042
2915	79424	72015
2916	79456	71992
2917	79483	71965
2918	79510	71938
2919	79538	71911
2920	79570	71888
2921	79599	71862
2922	79632	71841
2923	79664	71817
2924	79693	71792
2925	79722	71766
2926	79756	71745
2927	79783	71718
2928	79814	71694
2929	79843	71668
2930	79870	71640
2931	79898	71614
2932	79928	71589
2933	79956	71562
2934	79977	71530
2935	80003	71501
2936	80032	71476
2937	80060	71449
2938	80085	71420
2939	80110	71390
2940	80140	71366
2941	80166	71337
2942	80195	71312
2943	80226	71288
2944	80249	71257
2945	80281	71233
2946	80311	71209
2947	80338	71181
2948	80362	71151
2949	80387	71122
2950	80411	71092
2951	80440	71066
2952	80467	71039
2953	80498	71015
2954	80524	70987
2955	80557	70964
2956	80587	70940
2957	80616	70913
2958	80645	70888
2959	80676	70864
2960	80704	70837
2961	80732	70811
2962	80760	70784
2963	80787	70757
2964	80816	70731
2965	80845	70705
2966	80873	70678
2967	80898	70649
2968	80925	70622
2969	80953	70595
2970	80979	70567
2971	81007	70540
2972	81033	70512
2973	81061	70485
2974	81091	70461
2975	81124	70438
2976	81155	70415
2977	81184	70389
2978	81210	70360
2979	81236	70332
2980	81266	70307
2981	81292	70278
2982	81322	70254
2983	81352	70229
2984	81380	70202
2985	81407	70175
2986	81436	70149
2987	81464	70123
2988	81494	70097
2989	81522	70070
2990	81548	70042
2991	81575	70015
2992	81606	69991
2993	81639	69968
2994	81664	69939
2995	81692	69912
2996	81721	69887
2997	81752	69863
2998	81776	69833
2999	81803	69806
3000	81837	69783
3001	81864	69756
3002	81893	69731
3003	81925	69707
3004	81958	69685
3005	81988	69660
3006	82016	69633
3007	82047	69609
3008	82078	69585
3009	82109	69560
3010	82137	69534
3011	82168	69510
3012	82200	69486
3013	82228	69460
3014	82255	69432
3015	82284	69406
3016	82312	69380
3017	82336	69350
3018	82367	69325
3019	82393	69297
3020	82419	69269
3021	82448	69243
3022	82479	69219
3023	82505	69190
3024	82533	69164
3025	82561	69137
3026	82588	69110
3027	82617	69084
3028	82648	69060
3029	82676	69033
3030	82708	69009
3031	82733	68981
3032	82766	68958
3033	82794	68932
3034	82823	68905
3035	82850	68878
3036	82879	68852
3037	82907	68826
3038	82935	68799
3039	82961	68770
3040	82990	68744
3041	83019	68718
3042	83051	68695
3043	83072	68662
3044	83098	68635
3045	83120	68602
3046	83135	68565
3047	83158	68534
3048	83181	68503
3049	83209	68477
3050	83241	68453
3051	83268	68426
3052	83296	68399
3053	83323	68372
3054	83350	68344
3055	83380	68319
3056	83401	68287
3057	83427	68259
3058	83451	68229
3059	83472	68196
3060	83494	68165
3061	83516	68133
3062	83537	68100
3063	83559	68069
3064	83580	68037
3065	83601	68004
3066	83623	67972
3067	83645	67941
3068	83666	67909
3069	83696	67884
3070	83717	67852
3071	83739	67819
3072	83760	67788
3073	83782	67756
3074	83804	67725
3075	83836	67701
3076	83862	67673
3077	83894	67649
3078	83919	67620
3079	83945	67592
3080	83970	67563
3081	83999	67537
3082	84024	67508
3083	84045	67476
3084	84066	67444
3085	84094	67417
3086	84121	67390
3087	84149	67362
3088	84177	67336
3089	84204	67309
3090	84230	67280
3091	84259	67254
3092	84289	67229
3093	84315	67201
3094	84342	67174
3095	84363	67142
3096	84385	67110
3097	84412	67082
3098	84438	67055
3099	84464	67026
3100	84491	66999
3101	84519	66972
3102	84549	66947
3103	84574	66918
3104	84603	66892
3105	84629	66864
3106	84655	66836
3107	84686	66811
3108	84714	66784
3109	84742	66758
3110	84769	66730
3111	84797	66704
3112	84825	66677
3113	84853	66651
3114	84883	66625
3115	84910	66598
3116	84946	66577
3117	84974	66551
3118	84999	66522
3119	85029	66497
3120	85057	66470
3121	85083	66442
3122	85108	66413
3123	85138	66388
3124	85164	66360
3125	85194	66335
3126	85223	66308
3127	85249	66281
3128	85278	66255
3129	85304	66227
3130	85334	66201
3131	85364	66176
3132	85390	66147
3133	85421	66124
3134	85457	66103
3135	85500	66088
3136	85552	66079
3137	85581	66054
3138	85606	66025
3139	85638	66001
3140	85669	65976
3141	85698	65951
3142	85729	65926
3143	85756	65899
3144	85788	65875
3145	85817	65849
3146	85845	65823
3147	85873	65795
3148	85902	65770
3149	85934	65746
3150	85958	65716
3151	85984	65688
3152	86012	65661
3153	86043	65637
3154	86075	65613
3155	86105	65588
3156	86133	65561
3157	86159	65533
3158	86188	65507
3159	86216	65481
3160	86241	65451
3161	86268	65424
3162	86295	65396
3163	86322	65369
3164	86352	65343
3165	86378	65315
3166	86409	65291
3167	86437	65264
3168	86466	65238
3169	86496	65213
3170	86523	65185
3171	86552	65159
3172	86580	65133
3173	86607	65106
3174	86636	65079
3175	86665	65053
3176	86695	65028
3177	86721	65000
3178	86752	64975
3179	86782	64950
3180	86811	64924
3181	86840	64898
3182	86866	64869
3183	86893	64842
3184	86921	64816
3185	86947	64787
3186	86971	64757
3187	87000	64732
3188	87030	64706
3189	87059	64680
3190	87090	64656
3191	87119	64629
3192	87146	64602
3193	87180	64580
3194	87203	64549
3195	87226	64519
3196	87247	64487
3197	87269	64456
3198	87290	64424
3199	87313	64393
3200	87335	64362
3201	87367	64338
3202	87399	64314
3203	87424	64286
3204	87454	64260
3205	87482	64234
3206	87506	64203
3207	87534	64177
3208	87566	64153
3209	87599	64130
3210	87630	64105
3211	87658	64078
3212	87685	64051
3213	87713	64025
3214	87743	63999
3215	87771	63972
3216	87802	63948
3217	87834	63924
3218	87869	63902
3219	87898	63876
3220	87926	63849
3221	87956	63824
