iter	Passed	Remaining
473	12036	129146
474	12060	129109
475	12084	129073
476	12114	129089
477	12137	129038
478	12165	129049
479	12200	129123
480	12225	129092
481	12250	129064
482	12276	129040
483	12299	128988
484	12324	128966
485	12349	128936
486	12381	128978
487	12407	128957
488	12434	128946
489	12462	128950
490	12489	128941
491	12519	128958
492	12543	128925
493	12573	128938
494	12600	128933
495	12634	128995
496	12663	129000
497	12694	129038
498	12718	128994
499	12743	128965
500	12769	128939
501	12794	128909
502	12816	128854
503	12841	128817
504	12863	128766
505	12890	128755
506	12918	128754
507	12945	128745
508	12972	128726
509	12997	128698
510	13020	128649
511	13050	128670
512	13076	128652
513	13105	128663
514	13138	128703
515	13166	128701
516	13190	128668
517	13217	128652
518	13244	128642
519	13270	128626
520	13294	128585
521	13319	128547
522	13349	128564
523	13373	128523
524	13400	128518
525	13431	128542
526	13457	128520
527	13482	128495
528	13511	128497
529	13538	128487
530	13570	128521
531	13597	128514
532	13628	128537
533	13651	128485
534	13679	128483
535	13704	128452
536	13726	128398
537	13748	128340
538	13771	128289
539	13793	128231
540	13822	128231
541	13846	128194
542	13872	128171
543	13898	128151
544	13919	128086
545	13940	128013
546	13960	127944
547	13981	127875
548	14002	127808
549	14027	127782
550	14050	127733
551	14075	127699
552	14101	127676
553	14131	127693
554	14153	127639
555	14179	127618
556	14202	127563
557	14224	127507
558	14249	127485
559	14279	127497
560	14307	127488
561	14336	127499
562	14360	127462
563	14388	127456
564	14416	127455
565	14444	127449
566	14475	127468
567	14502	127454
568	14530	127456
569	14558	127447
570	14587	127459
571	14617	127464
572	14642	127439
573	14668	127420
574	14693	127386
575	14720	127374
576	14748	127368
577	14773	127334
578	14795	127284
579	14823	127281
580	14853	127293
581	14882	127295
582	14905	127245
583	14929	127211
584	14958	127209
585	14978	127142
586	15005	127127
587	15031	127103
588	15060	127108
589	15088	127101
590	15112	127065
591	15144	127093
592	15167	127046
593	15194	127033
594	15221	127019
595	15251	127026
596	15278	127009
597	15304	126993
598	15325	126929
599	15347	126869
600	15372	126845
601	15396	126802
602	15421	126773
603	15446	126745
604	15468	126686
605	15491	126637
606	15518	126624
607	15544	126606
608	15565	126546
609	15587	126488
610	15611	126448
611	15635	126415
612	15659	126377
613	15683	126335
614	15706	126291
615	15729	126240
616	15751	126189
617	15781	126200
618	15808	126184
619	15832	126145
620	15856	126112
621	15885	126110
622	15908	126067
623	15937	126072
624	15964	126057
625	15990	126032
626	16014	125992
627	16037	125949
628	16061	125915
629	16085	125873
630	16108	125831
631	16131	125786
632	16158	125770
633	16184	125748
634	16212	125740
635	16241	125741
636	16269	125735
637	16296	125724
638	16323	125710
639	16350	125694
640	16376	125673
641	16405	125676
642	16433	125664
643	16455	125615
644	16485	125620
645	16511	125596
646	16539	125595
647	16567	125587
648	16593	125562
649	16621	125558
650	16653	125578
651	16681	125571
652	16709	125563
653	16736	125552
654	16764	125541
655	16785	125478
656	16805	125417
657	16826	125358
658	16848	125301
659	16877	125305
660	16903	125280
661	16930	125266
662	16952	125212
663	16980	125204
664	17007	125193
665	17032	125157
666	17053	125103
667	17080	125086
668	17103	125045
669	17129	125023
670	17157	125009
671	17183	124990
672	17213	124997
673	17239	124972
674	17266	124954
675	17291	124931
676	17320	124924
677	17343	124882
678	17372	124882
679	17400	124876
680	17428	124869
681	17458	124870
682	17485	124854
683	17507	124804
684	17535	124795
685	17557	124744
686	17581	124707
687	17608	124694
688	17635	124675
689	17664	124673
690	17690	124653
691	17722	124672
692	17756	124702
693	17783	124690
694	17811	124681
695	17840	124678
696	17865	124650
697	17894	124644
698	17918	124609
699	17946	124596
700	17974	124590
701	17997	124549
702	18019	124492
703	18045	124475
704	18077	124488
705	18101	124453
706	18124	124411
707	18152	124401
708	18175	124358
709	18204	124353
710	18230	124333
711	18256	124309
712	18285	124307
713	18317	124320
714	18347	124325
715	18368	124269
716	18395	124253
717	18422	124239
718	18451	124232
719	18482	124244
720	18506	124204
721	18533	124188
722	18560	124174
723	18586	124148
724	18613	124133
725	18640	124119
726	18670	124117
727	18697	124104
728	18722	124073
729	18747	124039
730	18785	124099
731	18816	124104
732	18842	124085
733	18868	124060
734	18892	124023
735	18921	124019
736	18948	123999
737	18974	123978
738	19002	123967
739	19030	123955
740	19058	123941
741	19085	123926
742	19112	123906
743	19142	123911
744	19170	123898
745	19198	123887
746	19228	123890
747	19252	123852
748	19278	123832
749	19303	123800
750	19326	123758
751	19357	123766
752	19385	123751
753	19412	123735
754	19439	123718
755	19468	123714
756	19493	123682
757	19522	123676
758	19550	123666
759	19574	123630
760	19603	123625
761	19625	123574
762	19647	123525
763	19680	123545
764	19708	123535
765	19734	123507
766	19768	123535
767	19806	123581
768	19861	123739
769	19898	123784
770	19930	123795
771	19962	123809
772	19987	123776
773	20012	123744
774	20036	123706
775	20059	123668
776	20084	123635
777	20109	123606
778	20134	123570
779	20158	123537
780	20183	123505
781	20208	123472
782	20232	123436
783	20261	123428
784	20287	123405
785	20312	123376
786	20342	123371
787	20370	123361
788	20399	123355
789	20426	123333
790	20454	123322
791	20479	123288
792	20504	123262
793	20530	123234
794	20554	123196
795	20579	123165
796	20604	123133
797	20630	123108
798	20657	123092
799	20685	123078
800	20717	123092
801	20743	123062
802	20772	123055
803	20793	123005
804	20821	122986
805	20854	123006
806	20879	122975
807	20905	122950
808	20938	122964
809	20967	122956
810	20993	122932
811	21022	122922
812	21049	122903
813	21079	122902
814	21109	122900
815	21140	122907
816	21171	122908
817	21211	122964
818	21239	122949
819	21260	122893
820	21289	122887
821	21310	122834
822	21331	122780
823	21354	122734
824	21375	122682
825	21397	122633
826	21428	122638
827	21456	122620
828	21482	122596
829	21508	122569
830	21532	122537
831	21560	122519
832	21588	122508
833	21617	122498
834	21643	122473
835	21674	122474
836	21698	122440
837	21725	122421
838	21754	122413
839	21782	122396
840	21807	122363
841	21835	122351
842	21865	122345
843	21894	122337
844	21923	122332
845	21955	122338
846	21981	122310
847	22008	122294
848	22038	122290
849	22073	122314
850	22103	122310
851	22134	122310
852	22160	122283
853	22190	122279
854	22218	122268
855	22241	122226
856	22268	122201
857	22301	122214
858	22330	122206
859	22358	122194
860	22390	122196
861	22423	122211
862	22454	122210
863	22478	122173
864	22506	122161
865	22530	122124
866	22556	122094
867	22581	122063
868	22603	122016
869	22635	122021
870	22662	122001
871	22689	121980
872	22711	121934
873	22739	121921
874	22761	121871
875	22787	121843
876	22809	121798
877	22836	121775
878	22865	121769
879	22895	121763
880	22920	121731
881	22944	121692
882	22970	121666
883	22999	121657
884	23028	121647
885	23056	121630
886	23083	121609
887	23112	121600
888	23141	121589
889	23167	121562
890	23193	121537
891	23221	121520
892	23248	121501
893	23272	121463
894	23298	121436
895	23322	121400
896	23354	121405
897	23380	121380
898	23408	121365
899	23432	121326
900	23461	121316
901	23489	121302
902	23515	121276
903	23543	121259
904	23568	121227
905	23592	121193
906	23620	121173
907	23647	121152
908	23675	121139
909	23700	121106
910	23724	121072
911	23748	121035
912	23776	121019
913	23803	120997
914	23828	120967
915	23857	120953
916	23883	120927
917	23910	120906
918	23937	120885
919	23968	120886
920	23997	120874
921	24023	120844
922	24050	120824
923	24078	120808
924	24104	120782
925	24133	120770
926	24159	120746
927	24186	120722
928	24215	120710
929	24244	120701
930	24271	120679
931	24296	120647
932	24323	120627
933	24351	120611
934	24378	120589
935	24406	120570
936	24436	120563
937	24466	120558
938	24496	120549
939	24522	120525
940	24551	120511
941	24577	120486
942	24605	120471
943	24634	120459
944	24663	120446
945	24685	120400
946	24712	120379
947	24738	120351
948	24765	120331
949	24792	120310
950	24819	120287
951	24848	120275
952	24873	120242
953	24893	120188
954	24913	120134
955	24934	120083
956	24955	120032
957	24976	119980
958	24997	119928
959	25018	119878
960	25037	119821
961	25062	119789
962	25085	119748
963	25112	119726
964	25137	119694
965	25167	119687
966	25193	119663
967	25219	119633
968	25243	119600
969	25273	119591
970	25300	119570
971	25326	119544
972	25355	119534
973	25384	119521
974	25411	119496
975	25434	119456
976	25460	119434
977	25492	119433
978	25517	119404
979	25539	119358
980	25561	119314
981	25584	119272
982	25611	119250
983	25637	119226
984	25664	119203
985	25692	119184
986	25714	119139
987	25736	119095
988	25764	119079
989	25793	119066
990	25820	119043
991	25848	119026
992	25874	119004
993	25899	118971
994	25927	118954
995	25960	118958
996	25984	118922
997	26006	118877
998	26026	118825
999	26052	118798
1000	26074	118756
1001	26102	118736
1002	26127	118706
1003	26155	118691
1004	26184	118676
1005	26213	118662
1006	26243	118656
1007	26271	118638
1008	26296	118608
1009	26319	118568
1010	26345	118540
1011	26373	118524
1012	26402	118512
1013	26429	118490
1014	26454	118459
1015	26477	118417
1016	26502	118387
1017	26525	118347
1018	26552	118327
1019	26578	118299
1020	26606	118283
1021	26636	118275
1022	26667	118272
1023	26692	118240
1024	26721	118228
1025	26748	118206
1026	26772	118170
1027	26796	118135
1028	26818	118090
1029	26842	118052
1030	26864	118010
1031	26888	117974
1032	26910	117930
1033	26940	117922
1034	26962	117878
1035	26985	117840
1036	27007	117798
1037	27037	117786
1038	27064	117766
1039	27089	117733
1040	27115	117709
1041	27142	117686
1042	27164	117643
1043	27190	117617
1044	27218	117597
1045	27245	117576
1046	27271	117551
1047	27299	117532
1048	27323	117500
1049	27358	117511
1050	27396	117535
1051	27433	117558
1052	27472	117587
1053	27507	117599
1054	27545	117621
1055	27592	117686
1056	27632	117720
1057	27673	117755
1058	27713	117789
1059	27754	117825
1060	27792	117850
1061	27828	117865
1062	27866	117887
1063	27901	117899
1064	27935	117905
1065	27971	117920
1066	28009	117942
1067	28042	117946
1068	28073	117942
1069	28104	117932
1070	28134	117924
1071	28167	117925
1072	28200	117925
1073	28232	117923
1074	28268	117938
1075	28307	117966
1076	28340	117966
1077	28373	117968
1078	28412	117992
1079	28450	118017
1080	28489	118041
1081	28515	118015
1082	28542	117989
1083	28565	117949
1084	28591	117924
1085	28617	117897
1086	28645	117875
1087	28670	117844
1088	28703	117845
1089	28734	117838
1090	28761	117815
1091	28790	117798
1092	28815	117765
1093	28840	117732
1094	28861	117685
1095	28886	117653
1096	28915	117638
1097	28944	117625
1098	28975	117617
1099	29006	117609
1100	29036	117597
1101	29065	117580
1102	29093	117561
1103	29119	117533
1104	29145	117505
1105	29174	117489
1106	29200	117463
1107	29233	117462
1108	29259	117432
1109	29287	117413
1110	29315	117393
1111	29345	117381
1112	29375	117368
1113	29397	117325
1114	29422	117294
1115	29453	117285
1116	29481	117264
1117	29502	117219
1118	29535	117216
1119	29565	117204
1120	29594	117189
1121	29622	117170
1122	29650	117148
1123	29677	117126
1124	29709	117121
1125	29740	117112
1126	29771	117103
1127	29799	117082
1128	29832	117084
1129	29856	117047
1130	29883	117022
1131	29909	116996
1132	29935	116968
1133	29960	116934
1134	29986	116909
1135	30011	116875
1136	30038	116851
1137	30063	116821
1138	30089	116792
1139	30113	116754
1140	30141	116735
1141	30168	116712
1142	30194	116684
1143	30223	116665
1144	30251	116646
1145	30280	116629
1146	30312	116624
1147	30339	116602
1148	30369	116586
1149	30394	116558
1150	30421	116532
1151	30450	116515
1152	30477	116490
1153	30503	116462
1154	30524	116416
1155	30554	116401
1156	30583	116386
1157	30607	116350
1158	30631	116315
1159	30658	116292
1160	30686	116268
1161	30732	116319
1162	30774	116352
1163	30806	116344
1164	30840	116347
1165	30870	116333
1166	30902	116329
1167	30931	116309
1168	30959	116288
1169	30988	116271
1170	31017	116255
1171	31046	116239
1172	31075	116223
1173	31101	116193
1174	31127	116163
1175	31160	116161
1176	31186	116135
1177	31215	116118
1178	31241	116089
1179	31271	116074
1180	31302	116064
1181	31327	116032
1182	31355	116013
1183	31382	115987
1184	31407	115954
1185	31429	115914
1186	31458	115894
1187	31483	115863
1188	31513	115850
1189	31538	115817
1190	31567	115798
1191	31596	115783
1192	31622	115755
1193	31647	115721
1194	31677	115709
1195	31707	115694
1196	31735	115675
1197	31765	115661
1198	31791	115632
1199	31816	115599
1200	31847	115588
1201	31870	115550
1202	31900	115538
1203	31930	115523
1204	31960	115507
1205	31988	115489
1206	32013	115454
1207	32040	115430
1208	32066	115403
1209	32092	115373
1210	32116	115338
1211	32144	115316
1212	32169	115283
1213	32194	115252
1214	32221	115230
1215	32247	115200
1216	32274	115175
1217	32300	115145
1218	32327	115121
1219	32355	115099
1220	32377	115058
1221	32399	115014
1222	32422	114977
1223	32444	114932
1224	32465	114887
1225	32486	114840
1226	32506	114792
1227	32526	114744
1228	32547	114698
1229	32578	114685
1230	32607	114668
1231	32631	114634
1232	32655	114598
1233	32677	114555
1234	32710	114552
1235	32739	114534
1236	32768	114519
1237	32800	114511
1238	32830	114496
1239	32854	114461
1240	32883	114441
1241	32911	114420
1242	32938	114398
1243	32970	114390
1244	32996	114362
1245	33026	114347
1246	33055	114328
1247	33085	114315
1248	33117	114305
1249	33146	114290
1250	33175	114271
1251	33206	114260
1252	33235	114241
1253	33265	114226
1254	33290	114196
1255	33316	114165
1256	33343	114140
1257	33368	114111
1258	33393	114079
1259	33417	114043
1260	33443	114016
1261	33469	113986
1262	33492	113948
1263	33513	113903
1264	33534	113857
1265	33547	113785
1266	33560	113712
1267	33573	113640
1268	33586	113570
1269	33609	113532
1270	33630	113487
1271	33651	113442
1272	33672	113395
1273	33692	113348
1274	33716	113315
1275	33746	113298
1276	33775	113282
1277	33802	113257
1278	33828	113230
1279	33861	113223
1280	33887	113195
1281	33916	113179
1282	33945	113162
1283	33975	113145
1284	33998	113109
1285	34025	113083
1286	34050	113051
1287	34074	113017
1288	34099	112984
1289	34125	112956
1290	34146	112912
1291	34170	112879
1292	34200	112863
1293	34223	112825
1294	34252	112808
1295	34279	112783
1296	34309	112769
1297	34334	112739
1298	34360	112711
1299	34389	112691
1300	34414	112661
1301	34441	112635
1302	34466	112606
1303	34493	112578
1304	34513	112534
1305	34540	112507
1306	34562	112466
1307	34589	112443
1308	34617	112422
1309	34644	112396
1310	34672	112375
1311	34698	112347
1312	34721	112309
1313	34744	112273
1314	34773	112252
1315	34800	112230
1316	34827	112203
1317	34855	112184
1318	34884	112163
1319	34908	112131
1320	34932	112095
1321	34960	112075
1322	34990	112059
1323	35014	112024
1324	35044	112009
1325	35071	111985
1326	35099	111964
1327	35126	111939
1328	35150	111906
1329	35177	111879
1330	35204	111855
1331	35231	111830
1332	35262	111817
1333	35292	111802
1334	35317	111774
1335	35348	111759
1336	35377	111741
1337	35406	111724
1338	35434	111701
1339	35461	111677
1340	35491	111662
1341	35517	111633
1342	35541	111600
1343	35574	111594
1344	35605	111582
1345	35630	111551
1346	35656	111523
1347	35681	111492
1348	35709	111468
1349	35735	111440
1350	35756	111398
1351	35788	111389
1352	35813	111356
1353	35845	111349
1354	35872	111322
1355	35905	111316
1356	35932	111291
1357	35953	111249
1358	35977	111214
1359	36004	111189
1360	36031	111164
1361	36058	111141
1362	36086	111118
1363	36114	111097
1364	36143	111078
1365	36173	111063
1366	36197	111027
1367	36225	111007
1368	36250	110975
1369	36274	110942
1370	36302	110919
1371	36332	110903
1372	36360	110881
1373	36382	110843
1374	36410	110818
1375	36437	110796
1376	36462	110765
1377	36486	110730
1378	36519	110722
1379	36546	110700
1380	36577	110685
1381	36604	110661
1382	36634	110644
1383	36662	110621
1384	36689	110598
1385	36716	110572
1386	36744	110552
1387	36775	110537
1388	36803	110517
1389	36836	110509
1390	36861	110479
1391	36889	110455
1392	36914	110425
1393	36945	110411
1394	36969	110378
1395	37002	110372
1396	37033	110358
1397	37060	110333
1398	37085	110301
1399	37113	110280
1400	37146	110273
1401	37176	110257
1402	37200	110222
1403	37226	110195
1404	37256	110178
1405	37284	110157
1406	37318	110152
1407	37350	110140
1408	37374	110108
1409	37395	110063
1410	37427	110053
1411	37453	110025
1412	37484	110011
1413	37511	109988
1414	37540	109968
1415	37567	109942
1416	37591	109908
1417	37622	109894
1418	37650	109874
1419	37679	109855
1420	37704	109824
1421	37731	109797
1422	37757	109770
1423	37784	109744
1424	37812	109722
1425	37839	109696
1426	37865	109669
1427	37893	109647
1428	37921	109624
1429	37947	109597
1430	37976	109578
1431	37998	109536
1432	38026	109514
1433	38047	109471
1434	38075	109451
1435	38107	109439
1436	38141	109434
1437	38163	109395
1438	38186	109356
1439	38206	109313
1440	38233	109287
1441	38260	109263
1442	38291	109247
1443	38321	109233
1444	38342	109188
1445	38363	109146
1446	38389	109119
1447	38414	109089
1448	38444	109071
1449	38471	109047
1450	38502	109033
1451	38524	108992
1452	38557	108984
1453	38590	108976
1454	38618	108954
1455	38647	108933
1456	38687	108945
1457	38714	108921
1458	38743	108900
1459	38774	108886
1460	38802	108864
1461	38832	108847
1462	38859	108821
1463	38886	108798
1464	38917	108784
1465	38946	108762
1466	38971	108732
1467	38999	108710
1468	39027	108687
1469	39058	108673
1470	39085	108648
1471	39112	108623
1472	39134	108583
1473	39156	108544
1474	39178	108504
1475	39204	108475
1476	39236	108465
1477	39267	108449
1478	39293	108422
1479	39320	108398
1480	39351	108383
1481	39380	108362
1482	39406	108335
1483	39432	108305
1484	39460	108285
1485	39488	108260
1486	39518	108244
1487	39551	108234
1488	39580	108216
1489	39605	108183
1490	39629	108150
1491	39656	108124
1492	39684	108102
1493	39709	108071
1494	39735	108042
1495	39762	108017
1496	39789	107993
1497	39809	107948
1498	39830	107905
1499	39850	107861
1500	39876	107833
1501	39904	107811
1502	39935	107797
1503	39955	107753
1504	39975	107709
1505	39995	107664
1506	40016	107622
1507	40039	107585
1508	40066	107560
1509	40088	107521
1510	40118	107505
1511	40145	107479
1512	40173	107456
1513	40201	107433
1514	40234	107424
1515	40256	107385
1516	40282	107358
1517	40313	107342
1518	40333	107299
1519	40361	107276
1520	40392	107261
1521	40423	107248
1522	40452	107226
1523	40474	107187
1524	40498	107155
1525	40529	107139
1526	40559	107123
1527	40585	107095
1528	40614	107074
1529	40645	107060
1530	40674	107040
1531	40701	107014
1532	40730	106993
1533	40757	106967
1534	40783	106940
1535	40810	106914
1536	40836	106886
1537	40862	106859
1538	40889	106833
1539	40917	106810
1540	40945	106788
1541	40969	106753
1542	40994	106724
1543	41021	106697
1544	41046	106667
1545	41077	106651
1546	41106	106633
1547	41132	106605
1548	41159	106578
1549	41187	106554
1550	41214	106529
1551	41241	106504
1552	41271	106488
1553	41300	106466
1554	41326	106438
1555	41352	106410
1556	41380	106387
1557	41407	106361
1558	41432	106332
1559	41458	106305
1560	41487	106284
1561	41516	106263
1562	41541	106231
1563	41567	106203
1564	41595	106182
1565	41622	106155
1566	41659	106154
1567	41702	106171
1568	41747	106190
1569	41776	106169
1570	41805	106149
1571	41829	106116
1572	41849	106074
1573	41878	106054
1574	41903	106021
1575	41925	105985
1576	41947	105946
1577	41970	105910
1578	41999	105890
1579	42021	105850
1580	42042	105811
1581	42065	105774
1582	42085	105732
1583	42113	105708
1584	42138	105679
1585	42164	105650
1586	42189	105619
1587	42216	105594
1588	42247	105579
1589	42276	105558
1590	42302	105530
1591	42329	105504
1592	42356	105478
1593	42384	105457
1594	42410	105427
1595	42440	105409
1596	42470	105390
1597	42497	105366
1598	42527	105348
1599	42555	105324
1600	42583	105302
1601	42609	105273
1602	42634	105242
1603	42659	105213
1604	42686	105186
1605	42709	105152
1606	42736	105126
1607	42759	105089
1608	42782	105054
1609	42803	105015
1610	42831	104991
1611	42859	104969
1612	42890	104952
1613	42921	104937
1614	42946	104906
1615	42972	104877
1616	43003	104862
1617	43030	104837
1618	43063	104824
1619	43091	104803
1620	43113	104764
1621	43139	104737
1622	43166	104710
1623	43192	104683
1624	43217	104652
1625	43238	104613
1626	43265	104587
1627	43292	104562
1628	43325	104549
1629	43355	104531
1630	43381	104503
1631	43414	104491
1632	43440	104464
1633	43465	104434
1634	43491	104406
1635	43520	104384
1636	43543	104349
1637	43565	104312
1638	43588	104276
1639	43615	104250
1640	43642	104225
1641	43665	104191
1642	43694	104169
1643	43727	104159
1644	43757	104140
1645	43783	104112
1646	43809	104084
1647	43837	104059
1648	43860	104026
1649	43887	104001
1650	43911	103967
1651	43940	103946
1652	43966	103918
1653	43994	103894
1654	44024	103875
1655	44049	103846
1656	44074	103816
1657	44102	103793
1658	44128	103765
1659	44150	103727
1660	44176	103699
1661	44206	103679
1662	44239	103669
1663	44260	103629
1664	44291	103611
1665	44314	103578
1666	44340	103549
1667	44366	103522
